county_name,precinct_id,precinct_name,name,address
BUCHANAN COUNTY,0501,501 - PRATER,RUSSELL PRATER FIRE DEPT,1028 Killdeer Ln
BUCHANAN COUNTY,0502,502 - FOX,VOTING BUILDING,2955 Murphy Rd
BUCHANAN COUNTY,0503,503 - VANSANT,CHILDS-GENTRY POST - VFW,2559 LOVERS GAP RD
BUCHANAN COUNTY,0601,601 - COUNCIL,COUNCIL COMMUNITY CENTER,1125 QUINN BRANCH RD
BUCHANAN COUNTY,0602,602 - GARDEN,ROWE SENIOR CITIZEN BUILDING,3756 GARDEN CREEK RD
BUCHANAN COUNTY,0603,603 - HURRICANE,DAVENPORT RESCUE SQUAD BLDG,4014 HELEN HENDERSON HWY
BUCHANAN COUNTY,0701,701 - WHITEWOOD,TWIN VALLEY HIGH SCHOOL,14455 DISMAL RIVER RD
BUCHANAN COUNTY,0702,702 - CONTRARY,TWIN VALLEY ELEM & MIDDLE SCHOOL,9017 Riverside Dr
BUCKINGHAM COUNTY,0101,101 - NEW CANTON,ARVONIA FIREMANS BUILDING,46 Boxwood Dr
BUCKINGHAM COUNTY,0102,102  - GEORGIA CREEK,CENTENARY UNITED METHODIST CHURCH,12247 S Constitution Rte
BUCKINGHAM COUNTY,0201,201 - WHITE HALL,DILLWYN RESCUE SQUAD BUILDING,222 Wingo Rd
BUCKINGHAM COUNTY,0301,301 - CURDSVILLE,CURDSVILLE COMMUNITY CENTER,122 School Rd
BUCKINGHAM COUNTY,0302,302 - NEW STORE,CHESTNUT GROVE BAPTIST CHURCH,2490 Chestnut Grove Church Rd
BUCKINGHAM COUNTY,0401,401 - MAYSVILLE,COUNTY AGRICULTURAL CENTER,54 Adminstration Ln
BUCKINGHAM COUNTY,0501,501 - WRIGHTS,TOGA FIRE STATION,1779 Mount Rush Hwy
BUCKINGHAM COUNTY,0502,502 - GLENMORE,GLENMORE FIRE STATION,179 Firehouse Rd
BUCKINGHAM COUNTY,0601,601 - SLATE RIVER,TAYLOR MASONIC LODGE,12262 S Constitution Rte
BUCKINGHAM COUNTY,0701,701 - GOLD HILL,BAPTIST UNION BAPTIST CHURCH,127 Baptist Union Rd
CAMPBELL COUNTY,0101,101 - BROOKVILLE,GRACE CHURCH,21129 TIMBERLAKE RD
CAMPBELL COUNTY,0102,102 - NEW LONDON,TIMBERLAKE UNITED METHODIST CHURCH,21649 TIMBERLAKE RD
CAMPBELL COUNTY,0201,201 - WALKER,TREE OF LIFE MINISTRIES,2812 GREENVIEW DR
CAMPBELL COUNTY,0202,202 - BEDFORD SPRINGS,MOOSE LODGE No. 1727,934 Waterlick Rd
CAMPBELL COUNTY,0301,301 - EVINGTON,Evington Volunteer Fire Department,10624 Colonial Hwy
CAMPBELL COUNTY,0302,302 - OTTER RIVER,PENUEL BAPTIST CHURCH,2770 WARDS RD
CAMPBELL COUNTY,0303,303 - ALTAVISTA,Altavista Fire Company,1280 Main Street
CAMPBELL COUNTY,0401,401 - THREE FORKS,NEW CHAPEL BAPTIST CHURCH,1977 NEW CHAPEL ROAD
CAMPBELL COUNTY,0402,402 - COURT HOUSE,RUSTBURG ELEMENTARY SCHOOL,25 Webbs Way
CAMPBELL COUNTY,0501,501 - SPRING HILL,HYLAND HEIGHTS BAPTIST CHURCH,11452 WARDS ROAD
CAMPBELL COUNTY,0502,502 - YELLOW BRANCH,AGAPE CENTER,10629 WARDS RD
CAMPBELL COUNTY,0601,601 - KINGS,EASTBROOK BAPTIST CHURCH,3104 EASTBROOK RD
CAMPBELL COUNTY,0602,602 - CONCORD,CALVARY BAPTIST CHURCH,9388 VILLAGE HWY
CAMPBELL COUNTY,0701,701 - BROOKNEAL,BROOKNEAL RESCUE SQUAD,1104 LYNCHBURG AVE
CAMPBELL COUNTY,0702,702 - GLADYS,PIEDMONT COMMUNITY IMPACT BLDG,215 SCHOOL RD
CAMPBELL COUNTY,0703,703 - MORRIS CHURCH,UNION HILL BAPTIST CHURCH,12935 Red House Rd
CAROLINE COUNTY,0101,101 - BOWLING GREEN,BOWLING GREEN TOWN HALL,117 BUTLER STREET
CAROLINE COUNTY,0102,102 - SPARTA,SALEM BAPTIST CHURCH,24032 Sparta Rd
CAROLINE COUNTY,0201,201 - NORTH MADISON,LEWIS & CLARK ELEMENTARY SCHOOL,18101 CLARK & YORK BLVD
CAROLINE COUNTY,0202,202 - SOUTH MADISON,LEWIS & CLARK ELEMENTARY SCHOOL,18101 CLARK & YORK BLVD
CAROLINE COUNTY,0301,301 - PORT ROYAL,PORT ROYAL TOWN  HALL,419 KING ST
CAROLINE COUNTY,0302,302 - WOODFORD,UPPER CAROLINE VOLUNTEER FIRE DEPT,12581 STONEWALL JACKSON RD
CAROLINE COUNTY,0401,401 - DAWN,DAWN LIBRARY,31046 RICHMOND TRPK
CAROLINE COUNTY,0402,402 - CARMEL CHURCH,THE CARMEL SCHOOL,9020 Jericho Rd.
CAROLINE COUNTY,0501,501 - WEST MATTAPONI,CAROLINE HIGH SCHOOL,19155 Rogers Clark Blvd
CAROLINE COUNTY,0502,502 - MILFORD,CAROLINE HIGH SCHOOL,19155 Rogers Clark Blvd
CAROLINE COUNTY,0601,601 - CHILESBURG,COUNTY LINE BAPTIST CHURCH,3461 LADYSMITH RD
CAROLINE COUNTY,0602,602 - LAKE,COUNTY LINE BAPTIST CHURCH,3461 Ladysmith Rd
CARROLL COUNTY,0101,101 - MT BETHEL,CANA FIRE DEPT MT BETHEL SUB STATION,94 MOUNT BETHEL RD
CARROLL COUNTY,0102,102 - ST PAUL,ST PAUL SCHOOL,231 FLOWER GAP RD
CARROLL COUNTY,0103,103 - LAMBSBURG,LAMBSBURG COMMUNITY COMPLEX,130 LEARNING LANE
CARROLL COUNTY,0105,105 - FANCY GAP,FANCY GAP ELEMENTARY SCHOOL,63 WINDING RIDGE RD
CARROLL COUNTY,0201,201 - HILLSVILLE B,CARROLL COUNTY HIGH SCHOOL,100 CAVS LN
CARROLL COUNTY,0202,202 - LAUREL FORK,LAUREL FORK FIRE STATION,13386 DANVILLE PIKE
CARROLL COUNTY,0203,203 - GLADESBORO,GLADESBORO ELEMENTARY SCHOOL,7845 SNAKE CREEK RD
CARROLL COUNTY,0301,301 - HILLSVILLE C,CARROLL COUNTY MIDDLE SCHOOL,1036 N MAIN ST
CARROLL COUNTY,0302,302 - SYLVATUS,SYLVATUS RURITAN BUILDING,6915 SYLVATUS HWY
CARROLL COUNTY,0303,303 - DUGSPUR,DUGSPUR RESCUE SQUAD BUILDING,118 DOUBLE CABIN ROAD
CARROLL COUNTY,0401,401 - OAKLAND,OAKLAND ELEMENTARY SCHOOL,4930 PIPERS GAP RD
CARROLL COUNTY,0402,402 - WOODLAWN D,WOODLAWN SCHOOL,745 WOODLAWN RD
CARROLL COUNTY,0406,406 - WOODLAWN F,WOODLAWN SCHOOL,745 WOODLAWN RD
CARROLL COUNTY,0501,501 - VAUGHAN,VAUGHAN CIVIC LEAGUE BUILDING,2040 IVANHOE ROAD
CARROLL COUNTY,0502,502 - GLADEVILLE,GLADEVILLE ELEMENTARY SCHOOL,3117 GLENDALE RD
CARROLL COUNTY,0503,503 - WOODLAWN E,WOODLAWN SCHOOL,745 Woodlawn Rd
CARROLL COUNTY,0504,504 - LAUREL,LAUREL ELEMENTARY SCHOOL,26 PLEASANT VIEW RD
CHARLES CITY COUNTY,0101,101 - PRECINCT 1-1,NEW VINE BAPTIST CHURCH,5100 JOHN TYLER MEM HIGHWAY
CHARLES CITY COUNTY,0201,201 - PRECINCT 2-1,CHARLES CITY COURTHOUSE,10700 Courthouse Rd
CHARLES CITY COUNTY,0301,301 - PRECINCT 3-1,CHARLES CITY SOCIAL CENTER,8320 RUTHVILLE ROAD
CHARLOTTE COUNTY,0101,101 - COUNTY SEAT,MUNICIPAL BUILDING,350 GEORGE WASHINGTON HIGHWAY
CHARLOTTE COUNTY,0201,201 - RED OAK WYLLIESBURG,BACON DISTRICT FIRE DEPARTMENT,2000 BARNESVILLE HIGHWAY
CHARLOTTE COUNTY,0302,302 - DRAKES BRANCH,DRAKES BRANCH MUNICIPAL BLDG,4800 MAIN STREET
CHARLOTTE COUNTY,0401,401 - KEYSVILLE,KEYSVILLE FIRE DEPARTMENT,500 OSBORNE STREET
CHARLOTTE COUNTY,0501,501 - CULLEN/RED HOUSE,WHITE OAK GROVE BAPTIST CHURCH,2265 Harvey Rd
CHARLOTTE COUNTY,0602,602 - PHENIX,MUNICIPAL BUILDING,6860 MAIN STREET
CHARLOTTE COUNTY,0702,702 - BACON/SAXE,SOUTHALL COMMUNITY BUILDING,6206 SAXKEY ROAD
CHESTERFIELD COUNTY,0101,101 - BELLWOOD,FIRST BAPTIST CHURCH CENTRALIA,2920 Kingsdale Rd
CHESTERFIELD COUNTY,0102,102 - SOUTH CHESTER,CHESTER UNITED METHODIST CH,12132 Percival St
CHESTERFIELD COUNTY,0103,103 - ENON,ELIZABETH DAVIS MIDDLE SCHOOL,601 Corvus Court
CHESTERFIELD COUNTY,0104,104 - NORTH CHESTER,THOMAS DALE HIGH SCHOOL,3626 W Hundred Rd
CHESTERFIELD COUNTY,0105,105 - DREWRYS BLUFF,BENSLEY ELEMENTARY SCHOOL,6600 Strathmore Rd
CHESTERFIELD COUNTY,0106,106 - HARROWGATE,HARROWGATE ELEMENTARY SCHOOL,15501 Harrowgate Rd
CHESTERFIELD COUNTY,0107,107 - WELLS,C C WELLS ELEMENTARY SCH00L,13101 S Chester Rd
CHESTERFIELD COUNTY,0108,108 - ECOFF,ECOFF ELEMENTARY SCHOOL,5200 Ecoff Ave
CHESTERFIELD COUNTY,0109,109 - ELIZABETH SCOTT,ELIZABETH SCOTT ELEMENTARY SCHOOL,813 Beginners Trail Loop
CHESTERFIELD COUNTY,0110,110 - DUTCH GAP,M CHRISTIAN ELEMENTARY SCHOOL,14801 Woods Edge Rd
CHESTERFIELD COUNTY,0111,111 - IRON BRIDGE,Carver College and Career Academy,12400 Branders Bridge Rd
CHESTERFIELD COUNTY,0112,112 - CARVER,CARVER MIDDLE SCHOOL,3800 Cougar Trail
CHESTERFIELD COUNTY,0201,201 - GATES,O B GATES ELEMENTARY SCHOOL,10001 Courthouse Rd
CHESTERFIELD COUNTY,0202,202 - BEULAH,ST. AUGUSTINE'S CATHOLIC CHURCH,4400 Beulah Rd
CHESTERFIELD COUNTY,0203,203 - BIRD,BIRD HIGH SCHOOL,10301 Courthouse Rd
CHESTERFIELD COUNTY,0204,204 - JACOBS,JACOBS ROAD ELEMENTARY SCHOOL,8800 Jacobs Rd
CHESTERFIELD COUNTY,0205,205 - FALLING CREEK,FALLING CREEK ELEMENTARY SCH,4800 Hopkins Rd
CHESTERFIELD COUNTY,0206,206 - BELMONT,J A CHALKLEY ELEMENTARY SCHOOL,3301 Turner Rd
CHESTERFIELD COUNTY,0207,207 - CHIPPENHAM,J G HENING ELEMENTARY SCHOOL,5230 Chicora Dr
CHESTERFIELD COUNTY,0208,208 - MEADOWBROOK,MEADOWBROOK HIGH SCHOOL,4901 Cogbill Road
CHESTERFIELD COUNTY,0209,209 - SALEM CHURCH,SALEM CHURCH MIDDLE SCHOOL,9700 Salem Church Rd
CHESTERFIELD COUNTY,0210,210 - FIVE FORKS,ASBURY UNITED METHODIST CHURCH,7151 Belmont Rd
CHESTERFIELD COUNTY,0211,211 - NASH,IRON BRIDGE BAPTIST CHURCH,10900 Iron Bridge Rd
CHESTERFIELD COUNTY,0212,212 - ST. LUKE'S,ST. LUKE'S U. METHODIST CHURCH,4101 Fordham Rd
CHESTERFIELD COUNTY,0213,213 - SOUTHSIDE,TRANSFORMATION CHURCH,6000 Iron Bridge Road
CHESTERFIELD COUNTY,0214,214 - HOPKINS,HOPKINS ELEMENTARY SCHOOL,6000 HOPKINS ROAD
CHESTERFIELD COUNTY,0215,215 - North Bird,BIRD HIGH SCHOOL,10301 Courthouse Rd
CHESTERFIELD COUNTY,0301,301 - ETTRICK,VSU MULTIPURPOSE CENTER,20809 Second Ave
CHESTERFIELD COUNTY,0302,302 - DEER RUN,CLOVER HILL LIBRARY,6701 Deer Run Dr
CHESTERFIELD COUNTY,0303,303 - MATOACA,MATOACA MIDDLE SCHOOL EAST,6001 Hickory Road
CHESTERFIELD COUNTY,0304,304 - WINFREES STORE,PHILLIPS VOLUNTEER FIRE DEPT,10630 River Rd
CHESTERFIELD COUNTY,0305,305 - BEACH,SECOND BRANCH BAPTIST CHURCH,12217 Second Branch Road
CHESTERFIELD COUNTY,0306,306 - WINTERPOCK,BETHIA UNITED METHODIST CHURCH,10700 Winterpock Rd
CHESTERFIELD COUNTY,0307,307 - COSBY,COSBY HIGH SCHOOL,14300 Fox Club Pkwy
CHESTERFIELD COUNTY,0308,308 - SOUTH MANCHESTER,MANCHESTER HIGH SCHOOL,12601 Bailey Bridge Rd
CHESTERFIELD COUNTY,0309,309 - SKINQUARTER,MT HERMON BAPTIST CHURCH,18100 Genito Rd
CHESTERFIELD COUNTY,0310,310 - TOMAHAWK,CLOVER HILL ELEMENTARY SCHOOL,5700 Woodlake Village Pkwy
CHESTERFIELD COUNTY,0313,313 - WOOLRIDGE,WOOLRIDGE ELEMENTARY SCHOOL,5401 Timber Bluff Pkwy
CHESTERFIELD COUNTY,0315,315 - BAILEY BRIDGE,BAILEY BRIDGE MIDDLE SCHOOL,12501 Bailey Bridge Rd
CHESTERFIELD COUNTY,0316,316 - SPRING RUN,A SMITH ELEMENTARY SCHOOL,13200 Bailey Bridge Rd
CHESTERFIELD COUNTY,0317,317 - BIRKDALE,SPRING RUN ELEMENTARY SCHOOL,13901 Spring Run Rd
CHESTERFIELD COUNTY,0318,318 - WEST BEACH,SECOND BRANCH BAPTIST CHURCH,12217 Second Branch Road
CHESTERFIELD COUNTY,0401,401 - HARBOUR POINTE,BRANDERMILL CHURCH,4500 Millridge Pkwy
CHESTERFIELD COUNTY,0402,402 - GENITO,PROVIDENCE ELEMENTARY SCHOOL,11001 W Providence Rd
CHESTERFIELD COUNTY,0403,403 - BRANDERMILL,SWIFT CREEK ELEMENTARY SCHOOL,13800 Genito Rd
CHESTERFIELD COUNTY,0404,404 - PROVIDENCE,PROVIDENCE MIDDLE SCHOOL,900 Starlight Ln
CHESTERFIELD COUNTY,0405,405 - LA PRADE,LA PRADE LIBRARY,9000 Hull Street Rd
CHESTERFIELD COUNTY,0406,406 - SMOKETREE,GORDON ELEMENTARY SCHOOL,11701 Gordon School Rd
CHESTERFIELD COUNTY,0407,407 - MONACAN,MONACAN HIGH SCHOOL,11501 Smoketree Dr
CHESTERFIELD COUNTY,0408,408 - REAMS,REAMS ROAD ELEMENTARY SCHOOL,10141 Reams Rd
CHESTERFIELD COUNTY,0409,409 - MANCHESTER,CREEKWOOD RECREATION CENTER,4225 KETCHAM DR
CHESTERFIELD COUNTY,0410,410 - WAGSTAFF,CTL CHESTERFIELD RURITAN ASSOC,2230 Grey Oak Dr
CHESTERFIELD COUNTY,0411,411 - SWIFT CREEK,SWIFT CREEK MIDDLE SCHOOL,3700 Old Hundred Rd S
CHESTERFIELD COUNTY,0413,413 - SHENANDOAH,SHENANDOAH COMMUNITY CLUBHOUSE,9601 Redbridge Rd
CHESTERFIELD COUNTY,0414,414 - CRENSHAW,CRENSHAW ELEMENTARY SCHOOL,11901 Bailey Bridge Rd
CHESTERFIELD COUNTY,0415,415 - EVERGREEN,EVERGREEN ELEMENTARY SCHOOL,1701 Evergreen E Parkway
CHESTERFIELD COUNTY,0416,416 - EVERGREEN WEST,TOMAHAWK CREEK MIDDLE SCHOOL,1600 Learning Place Loop
CHESTERFIELD COUNTY,0417,417 - EDGEWATER,TOMAHAWK CREEK MIDDLE SCHOOL,1600 Learning Place Loop
CHESTERFIELD COUNTY,0501,501 - HUGUENOT,BRIGHTON GREEN COMM ASSOC,613 N Pinetta Dr
CHESTERFIELD COUNTY,0502,502 - CRESTWOOD,CRESTWOOD ELEMENTARY SCHOOL,7600 Whittington Dr
CHESTERFIELD COUNTY,0503,503 - MIDLOTHIAN,MIDLOTHIAN HIGH SCHOOL,401 Charter Colony Pkwy
CHESTERFIELD COUNTY,0504,504 - ROBIOUS,ROBIOUS ELEMENTARY SCHOOL,2801 Robious Crossing Dr
CHESTERFIELD COUNTY,0505,505 - BON AIR,BON AIR COMMUNITY HOUSE,8725 Quaker Ln
CHESTERFIELD COUNTY,0506,506 - GREENFIELD,GREENFIELD ELEMENTARY SCHOOL,10751 Savoy Rd
CHESTERFIELD COUNTY,0507,507 - SALISBURY,CHURCH OF THE REDEEMER,2341 Winterfield Rd
CHESTERFIELD COUNTY,0508,508 - BELGRADE,ROBIOUS MIDDLE SCHOOL,2701 Robious Crossing Dr
CHESTERFIELD COUNTY,0509,509 - CRANBECK,COMMUNITY OF GRACE CHURCH,2240 Cranbeck Rd
CHESTERFIELD COUNTY,0510,510 - SYCAMORE,MIDLOTHIAN MIDDLE SCHOOL,13501 Midlothian Tpke
CHESTERFIELD COUNTY,0511,511 - BLACK HEATH,SALISBURY PRESBYTERIAN CHURCH,13621 W Salisbury Rd
CHESTERFIELD COUNTY,0513,513 - BEAUFONT,FOREST VIEW RESCUE SQUAD,8008 Midlothian Tpke
CHESTERFIELD COUNTY,0514,514 - WATKINS,WATKINS ELEMENTARY SCHOOL,501 Coalfield Rd
CHESTERFIELD COUNTY,0515,515 - DAVIS,DAVIS ELEMENTARY SCHOOL,415 S Providence Rd
CHESTERFIELD COUNTY,0516,516 - POCOSHOCK,MANCHESTER MIDDLE SCHOOL,7401 Hull Street Road
CHESTERFIELD COUNTY,0517,517 - ROSELAND,NEW LIFE UNITED METHODIST CHURCH,900 Old Hundred Road
CHESTERFIELD COUNTY,0518,518 - MIDLOTHIAN NORTH,LIFELONG LEARNING INSTITUTE,13801 WESTFIELD RD
CLARKE COUNTY,0101,101 - RUSSELL,CLARKE COUNTY RECREATION CENTER,225 Al Smith Cir - Berryville
CLARKE COUNTY,0201,201 - BERRYVILLE,CLARKE CO. PUBLIC SCHOOL OFFICE BLDG,"317 W MAIN ST - BERRYVILLE, VA"
CLARKE COUNTY,0301,301 - MILLWOOD,VFW POST 9760,425 S. Buckmarsh St.
CLARKE COUNTY,0302,302 - PINE GROVE,BLUE RIDGE VOLUNTEER FIRE HALL,"131 Retreat Rd - Bluemont, VA"
CLARKE COUNTY,0401,401 - WHITE POST,BOYCE VOLUNTEER FIRE DEPT.,"7 Greenway Ave S - Boyce, VA"
CLARKE COUNTY,0501,501 - BUCKMARSH,JOHN H ENDERS VOL FIRE CO,"9 S Buckmarsh St - Berryville, VA"
CLARKE COUNTY,0502,502 - BLUE RIDGE,BLUE RIDGE VOLUNTEER FIRE HALL,"131 Retreat Rd - Bluemont, VA"
CRAIG COUNTY,0101,101 - COURT HOUSE,NEW CASTLE VOLUNTEER FIRE DEPARTMENT,443 CONRAD ST
CRAIG COUNTY,0201,201 - AMMENDALE PRECINCT,Mountain View Christian Church,4199 Craig Valley Dr
CRAIG COUNTY,0301,301 - GIVENS & REYNOLDS STORE,SIMMONSVILLE FIRE STATION,5783 Cumberland Gap Rd
CRAIG COUNTY,0303,303 - MARSHALLS STORE,BETHEL UNITED METHODIST CHURCH,11599 Cumberland Gap Road
CRAIG COUNTY,0401,401 - BARBOURS CREEK,CROSSROADS CHRISTIAN CHURCH,21892 CRAIGS CREEK RD
CRAIG COUNTY,0402,402 - PAINT BANK,PAINT BANK FIREHOUSE,15998 PAINT BANK RD
CRAIG COUNTY,0403,403 - CRAIG SPRINGS,CRAIG SPRINGS CHRISTIAN CHURCH,6 GRANNYS BRANCH RD
CRAIG COUNTY,0501,501 - CRAIG CITY,CRAIG COUNTY HIGH SCHOOL,25239 CRAIGS CREEK RD
CULPEPER COUNTY,0101,101 - WEST FAIRFAX,CULPEPER METHODIST CHURCH,1233 Oaklawn Dr
CULPEPER COUNTY,0201,201 - EAST FAIRFAX,CULPEPER COUNTY LIBRARY,271 Southgate Shopping Ctr
CULPEPER COUNTY,0302,302 - EGGBORNSVILLE,EMERALD HILL ELEMENTARY SCHOOL,11245 Rixeyville Road
CULPEPER COUNTY,0303,303 - CARDOVA,ALUM SPRING BAPTIST CHURCH,11058 Dutch Hollow Rd
CULPEPER COUNTY,0304,304 - WILLOW SHADE,ST. LUKES LUTHERAN CHURCH,1200 Old Rixeyville Road
CULPEPER COUNTY,0401,401 - ELDORADO,SALEM VOLUNTEER FIRE DEPT,13428 Scotts Mill Road
CULPEPER COUNTY,0402,402 - BROWNS STORE,REVA VOLUNTEER FIRE DEPARTMENT,18230 BIRMINGHAM ROAD
CULPEPER COUNTY,0501,501 - JEFFERSONTON,JEFFERSONTON BAPTIST CHURCH,18498 Springs Rd
CULPEPER COUNTY,0502,502 - RIXEYVILLE,HAZEL RIVER ASSEMBLY OF GOD CH,14383 Hazel River Church Road
CULPEPER COUNTY,0601,601 - MITCHELLS,MITCHELLS PRESBYTERIAN CHURCH,12229 Mitchell Rd
CULPEPER COUNTY,0602,602 - PEARL SAMPLE,RAPPAHANNOCK ELECTRIC COOPERATIVE,13252 Cedar Run Church Road
CULPEPER COUNTY,0603,603 - SOUTH RIDGE,REFORMATION LUTHERAN CHURCH,601 Madison Rd
CULPEPER COUNTY,0702,702 - BRANDY STATION,BRANDY STATION FIRE DEPT,19601 Church Rd
CULPEPER COUNTY,0703,703 - LIGNUM,HOPEWELL METHODIST CHURCH,23557 Lignum Rd
CULPEPER COUNTY,0704,704 - RICHARDSVILLE,RICHARDSVILLE FIRE HALL,29361 Eleys Ford Rd
CUMBERLAND COUNTY,0101,101 - PRECINCT 1,CARTERSVILLE RESCUE SQUAD,1667 CARTERSVILLE ROAD
CUMBERLAND COUNTY,0201,201 - PRECINCT 2,Cumberland Fire Dept,30 Old Buckingham Rd
CUMBERLAND COUNTY,0301,301 - PRECINCT 3,CUMBERLAND COMMUNITY CENTER,1874 ANDERSON HIGHWAY
CUMBERLAND COUNTY,0401,401 - PRECINCT 4,SOUTHERN CUMBERLAND COMM CTR,2145 CUMBERLAND ROAD
CUMBERLAND COUNTY,0501,501 - PRECINCT 5,SOUTHERN CUMBERLAND COMM CTR,2145 CUMBERLAND ROAD
DICKENSON COUNTY,0101,101 - SOUTH CLINTWOOD,Dickenson Ctr. for Edu. ,818 Happy Valley Dr.
DICKENSON COUNTY,0201,201 - NORA,Ervinton Elementary School,195 Ervinton Circle
DICKENSON COUNTY,0202,202 - FRYING PAN,Old Sulphur Springs School,3111 Frying Pan Road
DICKENSON COUNTY,0203,203 - CLINCHCO,Clinchco Senior Citizens Center,160 Clinchco Main St. 
DICKENSON COUNTY,0301,301 - WEST DANTE,Brushy Ridge Community Center,5562 Brushy Ridge Road
DICKENSON COUNTY,0302,302 - HERALD,Sandy Ridge Fire Department,8013 Doctor Ralph Stanley Hwy
DICKENSON COUNTY,0303,303 - RIDGE,Ridge Voting Building,119 Omaha Sunset Road
DICKENSON COUNTY,0401,401 - HAYSI-COLLEY,Sandlick Elementary School,186 Anderson Lane
DICKENSON COUNTY,0501,501 - TARPON,Tarpon Voting Building,166 Mt. Olive Lane
DICKENSON COUNTY,0502,502 - NORTH CLINTWOOD,Clintwood Elementary School,150 Elementary Circle
DINWIDDIE COUNTY,0101,101 - WHITE OAK,DIAMOND HILL HUNT CLUB,12249 Wilson Rd
DINWIDDIE COUNTY,0102,102 - ROCKY RUN,ROCKY RUN RURITAN BLDG,14929 Glebe Rd
DINWIDDIE COUNTY,0103,103 - CHURCH ROAD,MIDWAY ELEMENTARY SCHOOL,5511 Midway Rd
DINWIDDIE COUNTY,0201,201 - ROHOIC,EASTSIDE COMMUNITY ENHANCEMENT CENTER,7301 B Boydton Plank Rd
DINWIDDIE COUNTY,0202,202 - SUTHERLAND,Sutherland Elementary School,6000 R B Pamplin Drive
DINWIDDIE COUNTY,0301,301 - REAMS,OAK GROVE CHURCH,12715 Acorn Dr
DINWIDDIE COUNTY,0302,302 - NEW HOPE,ST JOHNS RECREATIONAL CENTER,7310 SQUIRREL LEVEL RD
DINWIDDIE COUNTY,0303,303 - LITTLE ZION,LITTLE ZION BAPTIST CHURCH,24603 OLD STAGE ROAD
DINWIDDIE COUNTY,0401,401 - DINWIDDIE,DINWIDDIE MIDDLE SCHOOL,11608 Courthouse Road
DINWIDDIE COUNTY,0402,402 - MCKENNEY,SUNNYSIDE ELEM. SCHOOL,10203 Melvin B. Alsbrooks Ave.
DINWIDDIE COUNTY,0403,403 - CHERRY HILL,OLD HICKORY HUNT CLUB,18105 MCKENNEY HIGHWAY
DINWIDDIE COUNTY,0501,501 - EDGEHILL,EDGEHILL CHURCH OF CHRIST,25609 Grant Ave.
DINWIDDIE COUNTY,0502,502 - CHESDIN,GRACE BAPTIST CHURCH,23814 River Rd
ESSEX COUNTY,0101,101 - GREATER TAPPAHANNOCK,TAPPAHANNOCK-ESSEX VOL FIRE DEPT ,620 AIRPORT ROAD
ESSEX COUNTY,0201,201 - NORTH,ANTIOCH BAPTIST CHURCH,454 LLOYDS ROAD
ESSEX COUNTY,0301,301 - SOUTH,EPHESUS BAPTIST CHURCH,287 EPHESUS CHURCH ROAD
ESSEX COUNTY,0401,401 - CENTRAL,JAMES MOORE TERMINAL BUILDING,1450 AVIATION ROAD
FAIRFAX COUNTY,0104,104 - CHAPEL,NANCY F SPRAGUE TECH CENTER,4414 Holborn Ave
FAIRFAX COUNTY,0105,105 - FAIRVIEW,FAIRVIEW ELEMENTARY SCHOOL,5815 Ox Rd
FAIRFAX COUNTY,0106,106 - HERITAGE,BRADDOCK ELEMENTARY SCHOOL,7825 Heritage Dr
FAIRFAX COUNTY,0108,108 - KINGS PARK,KINGS PARK ELEMENTARY SCHOOL,5400 Harrow Way
FAIRFAX COUNTY,0109,109 - LITTLE RUN,LITTLE RUN ELEMENTARY SCHOOL,4511 OLLEY LANE
FAIRFAX COUNTY,0110,110 - NORTH SPRINGFIELD,N SPRINGFIELD ELEM SCHOOL,7602 Heming Ct
FAIRFAX COUNTY,0113,113 - CANTERBURY,CANTERBURY WOODS ELEM SCHOOL,4910 Willet Dr
FAIRFAX COUNTY,0114,114 - OLDE CREEK,Olde Creek Elementary School,9524 Old Creek Dr
FAIRFAX COUNTY,0115,115 - RAVENSWORTH,RAVENSWORTH ELEMENTARY SCHOOL,5411 Nutting Dr
FAIRFAX COUNTY,0116,116 - WAKEFIELD,WAKEFIELD FOREST ELEM SCHOOL,4011 Iva Ln
FAIRFAX COUNTY,0117,117 - WOODSON,WOODSON HIGH SCHOOL,9525 Main St.
FAIRFAX COUNTY,0118,118 - LAKE BRADDOCK,LAKE BRADDOCK SEC SCHOOL,9200 Burke Lake Rd
FAIRFAX COUNTY,0119,119 - LAUREL,LAUREL RIDGE ELEMENTARY SCHOOL,10110 Commonwealth Blvd
FAIRFAX COUNTY,0120,120 - SIDEBURN,OAK VIEW ELEMENTARY SCHOOL,5004 Sideburn Rd
FAIRFAX COUNTY,0121,121 - VILLA,FAIRFAX VILLA ELEM SCHOOL,10900 Santa Clara Dr
FAIRFAX COUNTY,0123,123 - ROBINSON,ROBINSON SEC SCHOOL,5035 Sideburn Rd
FAIRFAX COUNTY,0125,125 - SIGNAL HILL,LAKE BRADDOCK SEC SCHOOL,9200 Burke Lake Rd
FAIRFAX COUNTY,0126,126 - BONNIE BRAE,BONNIE BRAE ELEMENTARY SCHOOL,5420 Sideburn Rd
FAIRFAX COUNTY,0127,127 - BURKE CENTRE,COMMONS COMMUNITY CENTER,5701 ROBERTS PARKWAY
FAIRFAX COUNTY,0128,128 - CARDINAL,CARDINAL FOREST ELEM SCHOOL,8600 Forrester Blvd
FAIRFAX COUNTY,0129,129 - KEENE MILL,KEENE MILL ELEMENTARY SCHOOL,6310 Bardu Ave
