"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Ward","51","40","19","Minot Municipal Auditorium","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","19","ND State Fair Center","2005 Burdick Expy E","Minot ","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","19","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Wells","52","14","01","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","01","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","02","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","02","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","03","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","03","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","04","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","04","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","05","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","05","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","06","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521"
"Wells","52","14","06","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521"
"Williams","53","01","59","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","59","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","60","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","60","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","74","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","74","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","75","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","01","75","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","43","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","43","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","45","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","45","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","48","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","48","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","53","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","53","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","55","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","55","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","62","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","62","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","63","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","63","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","64","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","64","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","65","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","65","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","67","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","67","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","76","ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500"
"Williams","53","02","76","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500"
